Construct	RawFACS	NormFACS	RawDNA	NormDNA	RawRNA	NormRNA	TxnLevl	YFP2mCherry	NonZeroBins	TotalFacsReads
YPR010C|chrXVI;581241;581196|WT	0;0;0;0;0;52;162;60;26;82;0	0.000;0.000;0.000;0.000;0.000;30.903;93.014;35.898;17.714	82	4.214	0	0.000	0.000	0.883	4	177.529
YGR250C|chrVII;993691;993521|993553,993517,AAG,CGACGA	0;0;0;0;262;133;0;0;0;66;0	0.000;0.000;0.000;0.000;187.065;79.041;0.000;0.000;0.000	66	3.392	0	0.000	0.000	0.671	2	266.106
YOR117W|chrXV;544935;545028|WT	9;3;1;3;0;116;548;732;4222;1893;2713	5.040;1.502;1.000;2.181;0.000;68.938;314.640;437.952;2876.497	1893	97.278	2713	279.121	2.869	0.978	8	3707.75
YKL136W|chrXI;186333;186415|WT	194;726;53;2;1;1;1;0;0;433;0	108.636;363.385;53.000;1.454;0.714;0.594;0.574;0.000;0.000	433	22.251	0	0.000	0.000	0.098	7	528.357
YDR441C|Spar_4;1322826;1322740|1322772,AAG	366;124;329;4810;8970;1896;1187;8;2;8912;942	204.953;62.066;329.000;3496.921;6404.469;1126.777;681.528;4.786;1.363	8912	457.971	942	96.916	0.212	0.588	9	12311.863
YOR049C|Spar_15;412496;412395|WT	3;8;28;5;68;912;3797;2298;960;2385;3151	1.680;4.004;28.000;3.635;48.551;541.994;2180.086;1374.883;654.059	2385	122.561	3151	324.184	2.645	0.897	9	4836.892
YDL040C|Spar_4;386674;386611|WT	4;0;1;43;837;506;154;14;21;556;450	2.240;0.000;1.000;31.261;597.608;300.712;88.421;8.376;14.308	556	28.572	450	46.297	1.620	0.689	8	1043.926
YJL053W|chrX;335875;335897|WT	0;0;0;1;0;0;36;34;7;16;73	0.000;0.000;0.000;0.727;0.000;0.000;20.670;20.342;4.769	16	0.822	73	7.510	9.136	0.922	4	46.508
YOL113W|Spar_15;93663;93832|93726,AAG	734;159;0;0;21;1;1;0;0;452;0	411.026;79.584;0.000;0.000;14.994;0.594;0.574;0.000;0.000	452	23.227	0	0.000	0.000	0.048	5	506.772
YDR071C|chrIV;589431;589402|589423,589411,AAG	0;0;0;0;0;0;19;83;71;69;0	0.000;0.000;0.000;0.000;0.000;0.000;10.909;49.659;48.373	69	3.546	0	0.000	0.000	0.975	3	108.941
YOR012W|chrXV;356518;356542|WT	1;0;0;0;0;1;12;20;24;68;61	0.560;0.000;0.000;0.000;0.000;0.594;6.890;11.966;16.351	68	3.494	61	6.276	1.796	0.935	5	36.361
YGR249W|Spar_7;953242;953328|WT	6;40;100;2171;3564;385;5;7;2;2720;268	3.360;20.021;100.000;1578.340;2544.652;228.802;2.871;4.188;1.363	2720	139.776	268	27.573	0.197	0.570	9	4483.597
YBR242W|chrII;704515;704669|704563,704602,WT,CGACGA	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YCR024C-A|Spar_3;146879;146724|WT	0;0;0;0;0;0;0;0;0;7;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	7	0.360	0	0.000	0.000	TooLow	0	0
YBR097W|Spar_2;409228;409258|WT	0;1;0;0;0;36;133;29;11;47;35	0.000;0.501;0.000;0.000;0.000;21.395;76.363;17.351;7.494	47	2.415	35	3.601	1.491	0.867	5	123.104
YIR032C|Spar_9;391372;391273|391360,AAG	403;2065;290;52;2;2;0;0;0;1725;135	225.672;1033.595;290.000;37.805;1.428;1.189;0.000;0.000;0.000	1725	88.645	135	13.889	0.157	0.124	6	1589.689
YGL194C|chrVII;141778;141726|WT	2;1;0;1;1;324;156;122;70;210;1	1.120;0.501;0.000;0.727;0.714;192.551;89.569;72.992;47.692	210	10.792	1	0.103	0.010	0.832	8	405.866
YLR350W|chrXII;828682;828729|WT	1;0;1;0;0;27;415;195;191;148;424	0.560;0.000;1.000;0.000;0.000;16.046;238.276;116.668;130.130	148	7.605	424	43.622	5.736	0.922	6	502.68
YMR144W|chrXIII;553229;553361|WT	9;5;3;6;695;2323;4571;894;90;2995;2658	5.040;2.503;3.000;4.362;496.221;1380.540;2624.486;534.876;61.318	2995	153.908	2658	273.462	1.777	0.824	9	5112.346
YJL136C|Spar_10;149186;149150|WT	55;0;0;0;1;0;0;0;0;43;47	30.799;0.000;0.000;0.000;0.714;0.000;0.000;0.000;0.000	43	2.210	47	4.835	2.188	0.034	2	31.513
YDR079C-A|chrIV;603838;603811|WT	0;0;0;0;0;0;10;11;6;2;0	0.000;0.000;0.000;0.000;0.000;0.000;5.742;6.581;4.088	2	0.103	0	0.000	0.000	0.948	3	16.411
YFL034C-A|chrVI;64974;64932|WT	0;0;0;0;5;0;0;0;0;23;54	0.000;0.000;0.000;0.000;3.570;0.000;0.000;0.000;0.000	23	1.182	54	5.556	4.701	0.645	1	3.57
YGL129C|chrVII;269146;269075|WT	4;2;1;1;35;1394;1439;552;6;1062;956	2.240;1.001;1.000;0.727;24.990;828.443;826.216;330.259;4.088	1062	54.574	956	98.356	1.802	0.827	9	2018.964
YNL188W|chrXIV;286258;286307|286304,AAG	0;0;0;20;114;198;206;129;22;158;600	0.000;0.000;0.000;14.540;81.395;117.670;118.277;77.180;14.989	158	8.119	600	61.730	7.603	0.799	6	424.051
YDR507C|Spar_4;1443871;1443760|WT	19;15;114;263;3117;5666;3636;681;88;4587;3494	10.640;7.508;114.000;191.204;2225.499;3367.257;2087.646;407.439;59.955	4587	235.718	3494	359.472	1.525	0.744	9	8471.148
YDL098C|Spar_4;290097;290052|WT	0;0;0;7;28;74;91;39;47;131;354	0.000;0.000;0.000;5.089;19.992;43.978;52.249;23.334;32.022	131	6.732	354	36.421	5.410	0.837	6	176.664
YNL039W|chrXIV;555009;555047|WT	0;1;3;85;98;41;42;0;0;124;0	0.000;0.501;3.000;61.796;69.971;24.366;24.115;0.000;0.000	124	6.372	0	0.000	0.000	0.612	6	183.749
YJR114W|chrX;638490;638658|638626,AAG	8049;496;19;164;40;2;5;0;1;3585;234	4507.284;248.263;19.000;119.230;28.560;1.189;2.871;0.000;0.681	3585	184.227	234	24.075	0.131	0.035	8	4927.078
YDR401W|chrIV;1272108;1272222|1272201,AAG	0;428;0;0;2;0;1;0;0;361;0	0.000;214.227;0.000;0.000;1.428;0.000;0.574;0.000;0.000	361	18.551	0	0.000	0.000	0.096	3	216.229
YGL232W|Spar_7;64163;64172|WT	1;0;0;0;12;2;27;10;4;13;40	0.560;0.000;0.000;0.000;8.568;1.189;15.502;5.983;2.725	13	0.668	40	4.115	6.160	0.815	6	34.527
YFR009W|chrVI;162411;162487|WT	1;0;0;0;0;0;0;0;306;85;0	0.560;0.000;0.000;0.000;0.000;0.000;0.000;0.000;208.481	85	4.368	0	0.000	0.000	0.995	2	209.041
YNL053W|Spar_14;509266;509315|WT	0;1;2;29;431;248;208;13;1;405;222	0.000;0.501;2.000;21.083;307.729;147.384;119.425;7.778;0.681	405	20.812	222	22.840	1.097	0.707	8	606.581
YIL022W|chrIX;311055;311164|311106,311164,AAG,CGACGA	53;82;3120;20890;8009;1870;907;74;8;19757;14401	29.679;41.043;3120.000;15187.251;5718.327;1111.326;520.763;44.274;5.450	19757	1015.276	14401	1481.615	1.459	0.494	9	25778.113
YEL050W-A|Spar_5;39086;39178|39156,AAG	1647;1972;2;3;2;4;1;1;1;1556;330	922.288;987.046;2.000;2.181;1.428;2.377;0.574;0.598;0.681	1556	79.960	330	33.951	0.425	0.056	9	1919.173
YEL018W|Spar_5;100094;100114|WT	0;0;0;0;0;0;7;3;0;2;0	0.000;0.000;0.000;0.000;0.000;0.000;4.019;1.795;0.000	2	0.103	0	0.000	0.000	0.904	2	5.814
YER177W|Spar_5;547031;547070|WT	0;0;0;0;27;18;0;0;0;6;0	0.000;0.000;0.000;0.000;19.278;10.697;0.000;0.000;0.000	6	0.308	0	0.000	0.000	0.676	2	29.975
YLR022C|chrXII;184950;184926|WT	1;1;0;0;0;32;19;36;21;33;34	0.560;0.501;0.000;0.000;0.000;19.017;10.909;21.539;14.308	33	1.696	34	3.498	2.062	0.868	6	66.834
YKR039W|Spar_11;529922;529965|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YMR237W|chrXIII;743664;743748|WT	14;8;2;34;2134;4725;2220;479;133;2658;1612	7.840;4.004;2.000;24.718;1523.650;2808.028;1274.636;286.584;90.614	2658	136.590	1612	165.847	1.214	0.753	9	6022.074
YBR012C|chrII;259669;259566|WT	338;3116;198;2;1;2;6;1;0;2169;1795	189.273;1559.652;198.000;1.454;0.714;1.189;3.445;0.598;0.000	2169	111.461	1795	184.675	1.657	0.104	8	1954.325
YOR023C|chrXV;377766;377712|377726,AAG	11;6;206;476;136;45;1;0;0;562;323	6.160;3.003;206.000;346.057;97.102;26.743;0.574;0.000;0.000	562	28.880	323	33.231	1.151	0.434	7	685.639
YLR386W|chrXII;893591;893627|WT	0;0;0;0;12;39;91;26;10;63;0	0.000;0.000;0.000;0.000;8.568;23.177;52.249;15.556;6.813	63	3.237	0	0.000	0.000	0.847	5	106.363
YDR071C|chrIV;589465;589402|WT	2;1;0;36;59;1;129;33;0;122;120	1.120;0.501;0.000;26.172;42.125;0.594;74.067;19.744;0.000	122	6.269	120	12.346	1.969	0.745	7	164.323
YEL073C|chrV;7726;7553|7662,AAG	0;1;0;0;0;0;0;0;0;161;0	0.000;0.501;0.000;0.000;0.000;0.000;0.000;0.000;0.000	161	8.273	0	0.000	0.000	0.087	1	0.501
YBL030C|chrII;164118;163997|164117,164018,WT,CGACGA	291;32;2;360;0;4;1580;1879;1015;1068;0	162.954;16.017;2.000;261.724;0.000;2.377;907.173;1124.197;691.531	1068	54.883	0	0.000	0.000	0.853	8	3167.973
YOR090C|chrXV;492966;492841|WT	130;5796;324;313;2;6;4;56;4;3992;2661	72.797;2901.074;324.000;227.554;1.428;3.566;2.297;33.505;2.725	3992	205.142	2661	273.771	1.335	0.138	9	3568.946
YDR249C|chrIV;959971;959802|959890,AAG	1597;242;73;38;0;0;2;0;0;901;0	894.289;121.128;73.000;27.626;0.000;0.000;1.148;0.000;0.000	901	46.301	0	0.000	0.000	0.053	5	1117.191
YKL157W|chrXI;154953;154990|WT	0;0;0;0;0;8;94;23;33;45;0	0.000;0.000;0.000;0.000;0.000;4.754;53.971;13.761;22.483	45	2.312	0	0.000	0.000	0.913	4	94.969
YBL004W|chrII;227589;227635|227591,227714,AAG	0;1;0;0;0;21;212;4;0;43;0	0.000;0.501;0.000;0.000;0.000;12.480;121.722;2.393;0.000	43	2.210	0	0.000	0.000	0.860	4	137.096
YBR199W|Spar_2;596841;596916|WT	4;4;1;178;1083;742;273;0;1;1015;0	2.240;2.002;1.000;129.408;773.249;440.964;156.746;0.000;0.681	1015	52.159	0	0.000	0.000	0.675	8	1506.29
YOR057W|chrXV;432163;432185|WT	0;0;0;0;1;0;15;7;9;16;0	0.000;0.000;0.000;0.000;0.714;0.000;8.612;4.188;6.132	16	0.822	0	0.000	0.000	0.927	4	19.646
YLR316C|chrXII;766382;766358|766375,766360,AAG	0;0;0;0;14;27;65;0;1;30;0	0.000;0.000;0.000;0.000;9.996;16.046;37.320;0.000;0.681	30	1.542	0	0.000	0.000	0.806	4	64.043
YBR030W|Spar_2;269998;270072|WT	0;0;40;0;0;0;0;0;0;18;0	0.000;0.000;40.000;0.000;0.000;0.000;0.000;0.000;0.000	18	0.925	0	0.000	0.000	0.290	1	40
YHR041C|Spar_8;168193;168182|WT	0;0;0;0;0;0;8;3;0;8;24	0.000;0.000;0.000;0.000;0.000;0.000;4.593;1.795;0.000	8	0.411	24	2.469	6.007	0.904	2	6.388
YBR185C|chrII;599998;599959|WT	0;0;0;51;6;0;1;0;0;16;43	0.000;0.000;0.000;37.078;4.284;0.000;0.574;0.000;0.000	16	0.822	43	4.424	5.382	0.481	3	41.936
YBR078W|chrII;392961;393122|393071,393083,ATG	1;354;79;0;0;0;1;0;0;262;0	0.560;177.188;79.000;0.000;0.000;0.000;0.574;0.000;0.000	262	13.464	0	0.000	0.000	0.152	4	257.322
YDL025W-A|chrIV;405243;405409|WT	106;0;0;0;0;0;0;0;0;11;0	59.358;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	11	0.565	0	0.000	0.000	0.014	1	59.358
YJR022W|chrX;469776;469783|WT	0;0;0;0;3;17;16;0;0;11;0	0.000;0.000;0.000;0.000;2.142;10.103;9.187;0.000;0.000	11	0.565	0	0.000	0.000	0.781	3	21.432
YPL242C|chrXVI;95197;95109|95133,AAG	10;5;1;28;247;813;2443;576;59;1404;4653	5.600;2.503;1.000;20.356;176.355;483.159;1402.673;344.618;40.197	1404	72.149	4653	478.714	6.635	0.840	9	2476.461
YOL035C|chrXV;259239;259105|WT	3779;312;12;0;113;4;4;2;1;1810;435	2116.167;156.165;12.000;0.000;80.681;2.377;2.297;1.197;0.681	1810	93.013	435	44.754	0.481	0.045	8	2371.565
YDL007W|Spar_4;446039;446062|WT	0;0;0;0;0;0;0;44;9;11;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;26.325;6.132	11	0.565	0	0.000	0.000	0.977	2	32.457
YIL161W|chrIX;39422;39432|WT	0;0;0;0;0;0;8;0;0;9;0	0.000;0.000;0.000;0.000;0.000;0.000;4.593;0.000;0.000	9	0.462	0	0.000	0.000	0.877	1	4.593
YNL299W|Spar_14;53856;53936|WT	4;5;0;221;1457;2302;586;0;46;1340;1213	2.240;2.503;0.000;160.669;1040.280;1368.060;336.458;0.000;31.340	1340	68.860	1213	124.797	1.812	0.704	7	2941.55
YJL109C|Spar_10;206230;206197|WT	0;0;0;0;0;3;0;7;0;19;2	0.000;0.000;0.000;0.000;0.000;1.783;0.000;4.188;0.000	19	0.976	2	0.206	0.211	0.903	2	5.971
YDL208W|chrIV;87492;87511|WT	0;0;0;0;0;0;0;1;0;2;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.598;0.000	2	0.103	0	0.000	0.000	0.971	1	0.598
YEL034W|chrV;85622;85675|85656,85675,AAG,CGACGA	2;0;0;1;13;25;250;479;249;264;510	1.120;0.000;0.000;0.727;9.282;14.857;143.540;286.584;169.647	264	13.566	510	52.470	3.868	0.943	7	625.757
YML080W|Spar_13;108088;108203|WT	6;7;7;8;375;2386;6287;1319;1218;3267;1440	3.360;3.504;7.000;5.816;267.745;1417.980;3609.745;789.152;829.837	3267	167.885	1440	148.151	0.882	0.862	9	6934.139
YDR366C|chrIV;1212899;1212836|1212857,1212845,AAG	0;0;6;0;0;0;0;0;0;0;0	0.000;0.000;6.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	0.290	1	6
YER038W-A|chrV;228383;228450|228444,AAG	80;155;0;0;1;1;0;0;0;206;141	44.798;77.582;0.000;0.000;0.714;0.594;0.000;0.000;0.000	206	10.586	141	14.506	1.370	0.070	4	123.688
YBR145W|Spar_2;506375;506416|WT	1;0;0;0;0;10;2;0;0;26;0	0.560;0.000;0.000;0.000;0.000;5.943;1.148;0.000;0.000	26	1.336	0	0.000	0.000	0.684	3	7.651
YOR098C|Spar_15;498626;498565|WT	1;1;0;157;202;100;0;0;2;120;85	0.560;0.501;0.000;114.141;144.226;59.429;0.000;0.000;1.363	120	6.167	85	8.745	1.418	0.590	6	320.22
YJL087C|Spar_10;261446;261361|WT	13;7;13;64;1122;3575;1203;585;155;3354;1054	7.280;3.504;13.000;46.529;801.094;2124.593;690.715;350.003;105.603	3354	172.356	1054	108.438	0.629	0.760	9	4142.321
YPL207W|Spar_16;184621;184692|WT	486;2;0;1;333;585;513;194;0;544;383	272.151;1.001;0.000;0.727;237.758;347.661;294.544;116.069;0.000	544	27.955	383	39.404	1.410	0.616	7	1269.911
YLR002C|Spar_12;144287;144234|WT	0;66;0;0;0;0;0;0;0;72;196	0.000;33.035;0.000;0.000;0.000;0.000;0.000;0.000;0.000	72	3.700	196	20.165	5.450	0.087	1	33.035
YOL155C|chrXV;31660;31606|31646,31625,AAG,CGACGA	0;1;0;89;9;1;8;0;0;20;0	0.000;0.501;0.000;64.704;6.426;0.594;4.593;0.000;0.000	20	1.028	0	0.000	0.000	0.493	5	76.818
YNL020C|chrXIV;597667;597539|WT	3;3;2;1;3;1;631;1056;1963;1033;0	1.680;1.502;2.000;0.727;2.142;0.594;362.295;631.800;1337.414	1033	53.084	0	0.000	0.000	0.970	9	2340.154
YHR135C|chrVIII;374419;374310|WT	357;22489;9478;316;71;48;28;10;217;20138;1285	199.913;11256.426;9478.000;229.735;50.693;28.526;16.076;5.983;147.845	20138	1034.855	1285	132.204	0.128	0.189	9	21413.197
YER008C|chrV;171854;171818|WT	0;0;0;0;0;0;80;36;10;9;0	0.000;0.000;0.000;0.000;0.000;0.000;45.933;21.539;6.813	9	0.462	0	0.000	0.000	0.916	3	74.285
YOR335C|chrXV;949215;949109|949167,949116,AAG	6;5;1360;3612;710;3;11;2;2;3763;736	3.360;2.503;1360.000;2625.962;506.931;1.783;6.316;1.197;1.363	3763	193.374	736	75.722	0.392	0.424	9	4509.415
YDL156W|chrIV;174788;174917|WT	4;1300;244;0;1;0;1;0;0;546;386	2.240;650.689;244.000;0.000;0.714;0.000;0.574;0.000;0.000	546	28.058	386	39.713	1.415	0.143	5	898.217
YCR071C|chrIII;240555;240543|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YHR059W|Spar_8;195840;195897|WT	0;1;0;0;0;0;1;0;0;23;180	0.000;0.501;0.000;0.000;0.000;0.000;0.574;0.000;0.000	23	1.182	180	18.519	15.668	0.482	2	1.075
YDR087C|Spar_4;617185;617148|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YLR103C|Spar_12;328265;328195|WT	3;3;43;550;764;145;37;1;0;1061;1235	1.680;1.502;43.000;399.856;545.487;86.172;21.244;0.598;0.000	1061	54.523	1235	127.060	2.330	0.570	8	1099.539
YOL072W|Spar_15;179385;179393|WT	1;0;0;0;0;0;20;6;27;4;85	0.560;0.000;0.000;0.000;0.000;0.000;11.483;3.590;18.395	4	0.206	85	8.745	42.451	0.928	4	34.028
YPL096W|Spar_16;391972;391988|WT	1;0;0;0;0;0;13;17;17;0;13	0.560;0.000;0.000;0.000;0.000;0.000;7.464;10.171;11.582	0	0.000	13	1.337	LowReads	0.928	4	29.777
YIR029W|Spar_9;386350;386475|WT	604;1;0;1;1;1;0;0;0;590;0	338.228;0.501;0.000;0.727;0.714;0.594;0.000;0.000;0.000	590	30.319	0	0.000	0.000	0.020	5	340.764
YPL133C|chrXVI;301358;301228|301324,301291,AAG	0;1;163;536;0;0;3;1;1;370;0	0.000;0.501;163.000;389.678;0.000;0.000;1.722;0.598;0.681	370	19.014	0	0.000	0.000	0.405	6	556.18
YHR017W|Spar_8;117764;117771|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YLR097C|chrXII;337307;337265|337296,337278,AAG	0;0;0;114;189;118;12;7;0;127;93	0.000;0.000;0.000;82.879;134.944;70.126;6.890;4.188;0.000	127	6.526	93	9.568	1.466	0.622	5	299.027
YIL036W|Spar_9;260086;260244|WT	0;0;162;64;28;111;1;0;0;266;0	0.000;0.000;162.000;46.529;19.992;65.966;0.574;0.000;0.000	266	13.669	0	0.000	0.000	0.439	5	295.061
YNL063W|Spar_14;493163;493299|493180,AAG	451;5935;36;3;3;2;8;2;0;4659;0	252.551;2970.647;36.000;2.181;2.142;1.189;4.593;1.197;0.000	4659	239.417	0	0.000	0.000	0.087	8	3270.5
YPL181W|chrXVI;203391;203420|WT	0;0;0;0;0;27;37;0;0;3;0	0.000;0.000;0.000;0.000;0.000;16.046;21.244;0.000;0.000	3	0.154	0	0.000	0.000	0.814	2	37.29
YGR147C|Spar_7;763072;763019|WT	733;2;0;42;320;862;288;73;18;667;432	410.466;1.001;0.000;30.534;228.476;512.279;165.358;43.676;12.264	667	34.276	432	44.445	1.297	0.528	8	1404.054
YCR042C|Spar_3;188980;188948|WT	0;0;0;2;43;42;0;0;1;38;86	0.000;0.000;0.000;1.454;30.701;24.960;0.000;0.000;0.681	38	1.953	86	8.848	4.530	0.681	4	57.796
YOL023W|Spar_15;262593;262640|WT	5;114;44;0;0;0;0;0;0;64;0	2.800;57.060;44.000;0.000;0.000;0.000;0.000;0.000;0.000	64	3.289	0	0.000	0.000	0.171	3	103.86
YGR094W|chrVII;672160;672185|WT	1;6;11;2;0;0;0;0;0;25;0	0.560;3.003;11.000;1.454;0.000;0.000;0.000;0.000;0.000	25	1.285	0	0.000	0.000	0.249	4	16.017
YDR418W|Spar_4;1267314;1267347|WT	0;0;0;0;0;0;6;77;15;27;70	0.000;0.000;0.000;0.000;0.000;0.000;3.445;46.069;10.220	27	1.387	70	7.202	5.193	0.970	3	59.734
YER077C|Spar_5;327191;327105|WT	16;7;1;53;1170;3701;2558;864;212;3293;4348	8.960;3.504;1.000;38.532;835.366;2199.474;1468.702;516.927;144.438	3293	169.221	4348	447.334	2.643	0.786	9	5216.903
YIR032C|chrIX;415718;415617|415657,AAG	2921;3645;41;108;5;6;3;1;0;2411;0	1635.704;1824.433;41.000;78.517;3.570;3.566;1.722;0.598;0.000	2411	123.897	0	0.000	0.000	0.066	8	3589.11
YBR291C|Spar_2;764477;764392|764448,AAG	3265;1626;30;17;46;1;3;0;0;2480;847	1828.337;813.862;30.000;12.359;32.843;0.594;1.722;0.000;0.000	2480	127.443	847	87.142	0.684	0.050	7	2719.717
YGL207W|chrVII;98875;98968|WT	25;17;43;37;408;5623;9551;2439;1179;5980;4940	14.000;8.509;43.000;26.899;291.307;3341.702;5483.803;1459.243;803.266	5980	307.301	4940	508.241	1.654	0.844	9	11471.729
YOL055C|chrXV;226182;226075|WT	148;457;40;0;0;0;0;0;0;243;0	82.877;228.742;40.000;0.000;0.000;0.000;0.000;0.000;0.000	243	12.487	0	0.000	0.000	0.093	3	351.619
YOR229W|Spar_15;708761;708817|WT	1;1;0;0;0;60;189;380;130;87;718	0.560;0.501;0.000;0.000;0.000;35.658;108.516;227.352;88.570	87	4.471	718	73.870	16.522	0.932	6	461.157
YJR125C|Spar_10;634549;634510|WT	0;0;0;0;0;13;49;28;27;50;26	0.000;0.000;0.000;0.000;0.000;7.726;28.134;16.752;18.395	50	2.569	26	2.675	1.041	0.915	4	71.007
YDR118W|chrIV;685836;685881|WT	1;6;0;16;133;20;0;0;0;109;0	0.560;3.003;0.000;11.632;94.960;11.886;0.000;0.000;0.000	109	5.601	0	0.000	0.000	0.611	5	122.041
YHR068W|chrVIII;232076;232132|WT	0;1;0;0;0;0;0;31;140;45;0	0.000;0.501;0.000;0.000;0.000;0.000;0.000;18.547;95.384	45	2.312	0	0.000	0.000	0.987	3	114.432
YML129C|chrXIII;14775;14753|WT	0;0;0;0;0;1;0;22;13;8;121	0.000;0.000;0.000;0.000;0.000;0.594;0.000;13.163;8.857	8	0.411	121	12.449	30.290	0.972	3	22.614
YDR057W|Spar_4;564444;564467|WT	0;0;0;8;8;0;1;0;0;16;0	0.000;0.000;0.000;5.816;5.712;0.000;0.574;0.000;0.000	16	0.822	0	0.000	0.000	0.572	3	12.102
YLL002W|chrXII;146249;146290|WT	0;11;15;32;0;0;0;0;0;41;165	0.000;5.506;15.000;23.264;0.000;0.000;0.000;0.000;0.000	41	2.107	165	16.976	8.057	0.347	3	43.77
YGL179C|chrVII;165181;165091|165176,AAG	0;0;0;0;0;0;0;255;0;22;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;152.565;0.000	22	1.131	0	0.000	0.000	0.971	1	152.565
YML054C|Spar_13;167133;167128|WT	0;0;0;6;0;0;0;0;0;20;0	0.000;0.000;0.000;4.362;0.000;0.000;0.000;0.000;0.000	20	1.028	0	0.000	0.000	0.449	1	4.362
YDR540C|chrIV;1517758;1517675|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YPL015C|chrXVI;526939;526883|WT	29;804;64;17;2;27;2;0;0;615;320	16.239;402.426;64.000;12.359;1.428;16.046;1.148;0.000;0.000	615	31.604	320	32.922	1.042	0.145	7	513.646
YEL029C|Spar_5;75765;75688|WT	4;2;0;119;1008;603;138;0;0;597;361	2.240;1.001;0.000;86.514;719.700;358.358;79.234;0.000;0.000	597	30.679	361	37.141	1.211	0.669	6	1247.047
YJL013C|chrX;411192;411040|411126,AAG	0;0;0;0;0;0;0;0;0;25;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	25	1.285	0	0.000	0.000	TooLow	0	0
YMR314W|Spar_13;849829;849880|WT	0;0;0;0;0;81;77;27;0;88;370	0.000;0.000;0.000;0.000;0.000;48.138;44.210;16.154;0.000	88	4.522	370	38.067	8.418	0.827	3	108.502
YDL133W|chrIV;222291;222426|222354,222375,AAG,CGACGA	1;331;262;0;0;1;2;0;0;512;2	0.560;165.676;262.000;0.000;0.000;0.594;1.148;0.000;0.000	512	26.311	2	0.206	0.008	0.215	5	429.978
YPL242C|Spar_16;119952;119877|WT	1;0;0;286;149;1;0;0;0;403;0	0.560;0.000;0.000;207.925;106.384;0.594;0.000;0.000;0.000	403	20.709	0	0.000	0.000	0.515	4	315.463
YNL293W|chrXIV;80574;80639|WT	2;2;0;2;1061;847;685;95;0;797;1212	1.120;1.001;0.000;1.454;757.541;503.365;393.300;56.838;0.000	797	40.956	1212	124.694	3.045	0.733	7	1714.619
YDR292C|Spar_4;1089375;1089224|WT	4;2;95;174;94;0;158;1;1;1627;1047	2.240;1.001;95.000;126.500;67.115;0.000;90.717;0.598;0.681	1627	83.609	1047	107.718	1.288	0.542	8	383.852
YOR185C|chrXV;682164;682106|WT	3;50;0;0;0;89;616;451;339;224;408	1.680;25.027;0.000;0.000;0.000;52.892;353.683;269.831;230.965	224	11.511	408	41.976	3.647	0.902	6	934.078
YEL038W|Spar_5;58276;58312|WT	0;0;0;2;0;0;0;0;0;19;0	0.000;0.000;0.000;1.454;0.000;0.000;0.000;0.000;0.000	19	0.976	0	0.000	0.000	0.449	1	1.454
YBL059C-A|Spar_2;105726;105707|WT	0;0;0;1;0;0;41;63;15;17;21	0.000;0.000;0.000;0.727;0.000;0.000;23.541;37.693;10.220	17	0.874	21	2.161	2.473	0.938	4	72.181
YIL159W|chrIX;41796;41824|WT	0;0;0;0;0;14;27;35;17;21;39	0.000;0.000;0.000;0.000;0.000;8.320;15.502;20.940;11.582	21	1.079	39	4.012	3.718	0.914	4	56.344
YHR158C|chrVIII;417295;417179|WT	0;2;0;26;135;373;0;0;0;153;0	0.000;1.001;0.000;18.902;96.388;221.671;0.000;0.000;0.000	153	7.862	0	0.000	0.000	0.687	4	337.962
YAR018C|Spar_1;141186;141121|WT	2;0;28;278;126;156;1;1;0;310;1510	1.120;0.000;28.000;202.109;89.962;92.710;0.574;0.598;0.000	310	15.930	1510	155.353	9.752	0.543	7	415.073
YIL126W|chrIX;117921;117991|117939,117954,ATG	1790;1720;32;89;11;3;130;0;1;1895;3	1002.365;860.912;32.000;64.704;7.854;1.783;74.641;0.000;0.681	1895	97.381	3	0.309	0.003	0.098	8	2044.94
