Construct	RawFACS	NormFACS	RawDNA	NormDNA	RawRNA	NormRNA	TxnLevl	YFP2mCherry	NonZeroBins	TotalFacsReads
YHR030C|Spar_8;148720;148693|WT	0;6;5;122;95;1;1;0;0;48;0	0.000;6.000;3.349;63.516;40.531;0.672;0.633;0.000;0.000	48	2.678	0	0.000	0.000	0.453	6	114.701
YDR398W|chrIV;1267434;1267470|WT	0;0;0;0;0;112;62;0;0;22;216	0.000;0.000;0.000;0.000;0.000;75.275;39.219;0.000;0.000	22	1.228	216	15.203	12.380	0.776	2	114.494
YLR037C|chrXII;223107;223059|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YML071C|chrXIII;131660;131572|131615,131573,ATG	197;53;0;0;0;0;0;0;1;52;0	107.577;53.000;0.000;0.000;0.000;0.000;0.000;0.000;0.444	52	2.902	0	0.000	0.000	0.045	3	161.021
YNL082W|Spar_14;458759;458842|458765,AAG	105;1514;4890;419;13;3;4;0;60;3483;5333	57.338;1514.000;3275.098;218.141;5.546;2.016;2.530;0.000;26.666	3483	194.353	5333	375.357	1.931	0.226	8	5101.335
YDL168W|Spar_4;163901;163971|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YOR120W|chrXV;551068;551113|551091,551109,ATG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YLR244C|Spar_12;585075;585058|WT	0;0;0;0;0;0;22;1;19;7;44	0.000;0.000;0.000;0.000;0.000;0.000;13.916;0.999;8.444	7	0.391	44	3.097	7.921	0.934	3	23.359
YKR007W|chrXI;451427;451433|WT	0;0;0;0;0;3;10;11;0;9;0	0.000;0.000;0.000;0.000;0.000;2.016;6.326;10.986;0.000	9	0.502	0	0.000	0.000	0.899	3	19.328
YBR130C|chrII;496929;496869|WT	1;1;0;64;1037;430;32;0;21;674;1577	0.546;1.000;0.000;33.320;442.431;289.004;20.242;0.000;9.333	674	37.609	1577	110.995	2.951	0.634	7	795.876
YMR040W|Spar_13;340563;340572|WT	1;0;0;0;0;21;27;0;0;24;127	0.546;0.000;0.000;0.000;0.000;14.114;17.079;0.000;0.000	24	1.339	127	8.939	6.676	0.788	3	31.739
YPL133C|chrXVI;301358;301228|301346,301286,AAG	1;0;118;662;0;2;1;0;0;273;0	0.546;0.000;79.031;344.652;0.000;1.344;0.633;0.000;0.000	273	15.233	0	0.000	0.000	0.389	5	426.206
YJR110W|Spar_10;611992;612111|WT	205;6;47;396;5998;4989;2102;38;277;5078;7585	111.945;6.000;31.478;206.166;2559.017;3353.115;1329.641;37.952;123.106	5078	283.354	7585	533.862	1.884	0.686	9	7758.42
YDR119W-A|chrIV;690969;691013|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YBR078W|chrII;392961;393122|393071,393083,ATG	1;101;69;0;0;1;1;1;0;418;0	0.546;101.000;46.213;0.000;0.000;0.672;0.633;0.999;0.000	418	23.325	0	0.000	0.000	0.154	6	150.063
YDL084W|chrIV;305076;305236|305187,305202,AAG	3;1;2;18;1609;808;490;153;1;1230;412	1.638;1.000;1.340;9.371;686.472;543.058;309.954;152.806;0.444	1230	68.634	412	28.998	0.423	0.711	9	1706.083
YEL059C-A|chrV;42672;42624|WT	0;0;0;34;172;183;187;0;0;126;714	0.000;0.000;0.000;17.701;73.383;122.995;118.289;0.000;0.000	126	7.031	714	50.254	7.147	0.732	4	332.368
YBR016W|chrII;270210;270246|WT	0;0;0;0;0;0;4;0;8;3;10	0.000;0.000;0.000;0.000;0.000;0.000;2.530;0.000;3.555	3	0.167	10	0.704	4.216	0.953	2	6.085
YIL137C|Spar_9;73632;73577|WT	1;1;38;227;105;0;0;0;1;250;752	0.546;1.000;25.451;118.181;44.798;0.000;0.000;0.000;0.444	250	13.950	752	52.929	3.794	0.431	6	190.42
YKL151C|chrXI;165948;165930|WT	0;0;0;0;29;1;0;0;0;24;22	0.000;0.000;0.000;0.000;12.373;0.672;0.000;0.000;0.000	24	1.339	22	1.548	1.156	0.590	2	13.045
YER083C|Spar_5;337673;337639|WT	0;0;0;0;0;52;0;0;0;8;99	0.000;0.000;0.000;0.000;0.000;34.949;0.000;0.000;0.000	8	0.446	99	6.968	15.623	0.716	1	34.949
YLR087C|Spar_12;298110;297995|WT	8;2;103;958;5502;2809;154;427;1;3077;2128	4.369;2.000;68.985;498.756;2347.401;1887.933;97.414;426.457;0.444	3077	171.698	2128	149.777	0.872	0.644	9	5333.759
YHR216W|chrVIII;554289;554395|WT	0;0;0;1;1;2;0;0;960;213;294	0.000;0.000;0.000;0.521;0.427;1.344;0.000;0.000;426.649	213	11.885	294	20.693	1.741	0.996	4	428.941
YER003C|Spar_5;160276;160255|WT	0;0;0;0;18;11;9;5;0;14;32	0.000;0.000;0.000;0.000;7.680;7.393;5.693;4.994;0.000	14	0.781	32	2.252	2.883	0.759	4	25.76
YER090W|chrV;337881;337948|337918,337930,ATG	285;827;46;0;65;0;0;0;1;706;472	155.632;827.000;30.809;0.000;27.732;0.000;0.000;0.000;0.444	706	39.395	472	33.221	0.843	0.089	5	1041.617
YML029W|Spar_13;205329;205405|WT	1;1;1;313;1008;439;614;0;0;692;579	0.546;1.000;0.670;162.955;430.058;295.053;388.392;0.000;0.000	692	38.614	579	40.752	1.055	0.683	7	1278.674
YLR151C|Spar_12;426100;426076|426097,AAG	0;0;0;0;0;51;39;10;10;27;141	0.000;0.000;0.000;0.000;0.000;34.277;24.670;9.987;4.444	27	1.507	141	9.924	6.585	0.825	4	73.378
YPL129W|chrXVI;305240;305297|305280,305295,WT,CGACGA	4;1;1;1;431;320;161;20;16;450;1613	2.184;1.000;0.670;0.521;183.884;215.072;101.842;19.975;7.111	450	25.110	1613	113.529	4.521	0.708	9	532.259
YHL027W|chrVIII;51012;51110|51091,51109,AAG,CGACGA	15;3;8;55;272;8;1220;1354;15229;3558;4384	8.191;3.000;5.358;28.634;116.047;5.377;771.723;1352.279;6768.160	3558	198.538	4384	308.563	1.554	0.975	9	9058.769
YDR034C|chrIV;512248;512109|512204,512186,AAG,CGACGA	0;1;0;26;519;118;69;92;0;743;1323	0.000;1.000;0.000;13.536;221.429;79.308;43.647;91.883;0.000	743	41.460	1323	93.118	2.246	0.703	6	450.803
YOR061W|chrXV;441373;441533|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YJL019W|Spar_10;394375;394483|WT	33;25;1057;14893;6023;63;121;52;130;7385;8878	18.020;25.000;707.930;7753.623;2569.683;42.342;76.540;51.934;57.775	7385	412.086	8878	624.868	1.516	0.451	9	11302.847
YPL137C|chrXVI;296709;296647|WT	7;313;1322;484;140;81;2;0;0;942;473	3.823;313.000;885.415;251.981;59.730;54.440;1.265;0.000;0.000	942	52.564	473	33.292	0.633	0.286	7	1569.654
YJR073C|Spar_10;549108;549087|WT	0;0;0;0;0;0;0;0;0;3;30	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	3	0.167	30	2.112	12.647	TooLow	0	0
YPL262W|Spar_16;68953;69113|WT	0;0;0;0;207;1;87;142;0;103;95	0.000;0.000;0.000;0.000;88.316;0.672;55.033;141.820;0.000	103	5.747	95	6.686	1.163	0.826	4	285.841
YBR255C-A|Spar_2;707015;706982|WT	0;0;6;0;8;82;0;0;9;41;0	0.000;0.000;4.019;0.000;3.413;55.112;0.000;0.000;4.000	41	2.288	0	0.000	0.000	0.697	4	66.544
YMR098C|Spar_13;441781;441735|WT	2;0;1;1;141;137;127;35;15;240;92	1.092;0.000;0.670;0.521;60.157;92.078;80.335;34.956;6.666	240	13.392	92	6.475	0.483	0.766	8	276.475
YPR068C|Spar_16;699424;699393|WT	0;4;34;13;0;0;0;0;0;31;165	0.000;4.000;22.772;6.768;0.000;0.000;0.000;0.000;0.000	31	1.730	165	11.613	6.713	0.276	3	33.54
YBR046C|chrII;331526;331511|WT	0;0;0;0;0;0;17;0;7;8;0	0.000;0.000;0.000;0.000;0.000;0.000;10.754;0.000;3.111	8	0.446	0	0.000	0.000	0.920	2	13.865
YJL019W|chrX;402796;402896|WT	21;6;490;5466;9084;1197;36;1;2;6486;11302	11.468;6.000;328.180;2845.720;3875.644;804.506;22.772;0.999;0.889	6486	361.921	11302	795.478	2.198	0.521	9	7896.178
YPR042C|chrXVI;653786;653662|WT	9;37;492;1732;9264;3019;116;37;112;4042;2512	4.915;37.000;329.519;901.717;3952.440;2029.075;73.377;36.953;49.776	4042	225.545	2512	176.804	0.784	0.589	9	7414.772
YJL092W|chrX;257244;257422|WT	0;0;650;62;188;1;0;0;0;234;0	0.000;0.000;435.340;32.279;80.209;0.672;0.000;0.000;0.000	234	13.057	0	0.000	0.000	0.331	4	548.5
YBR274W|Spar_2;729451;729492|WT	0;36;193;4;1;0;1;0;0;78;135	0.000;36.000;129.263;2.082;0.427;0.000;0.633;0.000;0.000	78	4.352	135	9.502	2.183	0.242	5	168.405
YJR107W|chrX;627184;627339|WT	63;49;55;0;1;0;0;0;0;180;0	34.403;49.000;36.836;0.000;0.427;0.000;0.000;0.000;0.000	180	10.044	0	0.000	0.000	0.125	4	120.666
YLR382C|Spar_12;839420;839345|WT	7;2;0;7;102;745;1582;466;394;892;0	3.823;2.000;0.000;3.644;43.518;500.716;1000.710;465.408;175.104	892	49.774	0	0.000	0.000	0.863	8	2194.923
YNL165W|Spar_14;308117;308143|WT	0;0;0;0;0;0;0;0;0;5;34	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	5	0.279	34	2.393	8.577	TooLow	0	0
YNL131W|Spar_14;363183;363221|WT	0;0;0;2;1;89;184;10;1;44;510	0.000;0.000;0.000;1.041;0.427;59.817;116.391;9.987;0.444	44	2.455	510	35.896	14.622	0.833	6	188.107
YBR262C|Spar_2;715978;715940|WT	0;1;0;0;0;0;0;0;0;56;27	0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	56	3.125	27	1.900	0.608	0.077	1	1
YDL093W|Spar_4;294753;294782|WT	0;0;0;0;39;8;9;14;8;52;147	0.000;0.000;0.000;0.000;16.639;5.377;5.693;13.982;3.555	52	2.902	147	10.346	3.565	0.785	5	45.246
YNR034W|chrXIV;690248;690320|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YMR143W|Spar_13;531112;531147|531134,AAG	0;0;0;1;0;13;171;32;13;35;347	0.000;0.000;0.000;0.521;0.000;8.737;108.168;31.959;5.778	35	1.953	347	24.423	12.505	0.895	5	155.163
YKR075C|chrXI;580793;580750|WT	0;0;0;0;0;51;0;4;18;14;0	0.000;0.000;0.000;0.000;0.000;34.277;0.000;3.995;8.000	14	0.781	0	0.000	0.000	0.789	3	46.272
YGL158W|chrVII;206886;207032|206974,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YER185W|Spar_5;561315;561453|561317,AAG	390;95;0;1;1;0;0;0;1;168;0	212.969;95.000;0.000;0.521;0.427;0.000;0.000;0.000;0.444	168	9.374	0	0.000	0.000	0.043	5	309.361
YDL182W|chrIV;133398;133436|WT	0;0;0;0;0;53;88;27;19;78;237	0.000;0.000;0.000;0.000;0.000;35.621;55.665;26.966;8.444	78	4.352	237	16.681	3.833	0.863	4	126.696
YMR105W-A|chrXIII;478050;478063|WT	0;0;2;7;5;0;0;0;0;10;0	0.000;0.000;1.340;3.644;2.133;0.000;0.000;0.000;0.000	10	0.558	0	0.000	0.000	0.439	3	7.117
YOL035C|chrXV;259239;259105|259135,AAG	1086;1;4;0;2;3;0;0;1;535;5	593.038;1.000;2.679;0.000;0.853;2.016;0.000;0.000;0.444	535	29.853	5	0.352	0.012	0.027	6	600.03
YPR131C|Spar_16;812497;812483|WT	0;0;0;0;0;0;0;0;5;5;15	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.222	5	0.279	15	1.056	3.785	1.000	1	2.222
YIL155C|Spar_9;34435;34412|WT	0;0;0;9;0;0;0;0;0;6;0	0.000;0.000;0.000;4.686;0.000;0.000;0.000;0.000;0.000	6	0.335	0	0.000	0.000	0.413	1	4.686
YJR134C|chrX;675923;675852|675877,675852,WT,CGACGA	2;352;1817;217;21;2;1;0;0;1201;0	1.092;352.000;1216.944;112.975;8.960;1.344;0.633;0.000;0.000	1201	67.016	0	0.000	0.000	0.247	7	1693.948
YJL103C|Spar_10;219937;219848|WT	2765;640;8;4;5;3;2;1;0;1338;0	1509.899;640.000;5.358;2.082;2.133;2.016;1.265;0.999;0.000	1338	74.661	0	0.000	0.000	0.041	8	2163.752
YHR008C|chrVIII;123632;123590|123622,123559,WT,CGACGA	0;18;0;16;151;187;71;0;0;58;216	0.000;18.000;0.000;8.330;64.423;125.683;44.912;0.000;0.000	58	3.236	216	15.203	4.698	0.656	5	261.348
YDR109C|chrIV;675807;675667|675792,675667,AAG,CGACGA	7087;346;139;129;102;3;1;2;0;2125;0	3870.038;346.000;93.096;67.160;43.518;2.016;0.633;1.997;0.000	2125	118.576	0	0.000	0.000	0.042	8	4424.458
YGL016W|chrVII;461609;461665|WT	2;0;1;0;294;296;86;14;9;200;478	1.092;0.000;0.670;0.000;125.434;198.942;54.400;13.982;4.000	200	11.160	478	33.643	3.015	0.705	7	398.52
YPL026C|Spar_16;521670;521604|WT	1;0;0;0;259;244;294;61;263;282;359	0.546;0.000;0.000;0.000;110.501;163.993;185.973;60.922;116.884	282	15.736	359	25.268	1.606	0.817	6	638.819
YPL210C|Spar_16;181045;180999|WT	34;0;0;0;0;1;33;4;33;84;21	18.567;0.000;0.000;0.000;0.000;0.672;20.874;3.995;14.666	84	4.687	21	1.478	0.315	0.643	5	58.774
YKL134C|Spar_11;202020;201974|WT	2;0;39;332;79;0;0;0;0;152;176	1.092;0.000;26.120;172.846;33.705;0.000;0.000;0.000;0.000	152	8.482	176	12.388	1.461	0.418	4	233.763
YGR109C|Spar_7;688403;688317|WT	1;0;0;0;0;251;499;323;76;289;0	0.546;0.000;0.000;0.000;0.000;168.697;315.647;322.590;33.776	289	16.126	0	0.000	0.000	0.884	5	841.256
YGR200C|chrVII;902329;902270|WT	1;0;0;0;0;24;177;111;0;126;221	0.546;0.000;0.000;0.000;0.000;16.130;111.963;110.859;0.000	126	7.031	221	15.555	2.212	0.904	4	239.498
YPR109W|chrXVI;744615;744688|744662,744686,WT,CGACGA	129;930;1;0;0;3;1;0;0;804;738	70.444;930.000;0.670;0.000;0.000;2.016;0.633;0.000;0.000	804	44.863	738	51.943	1.158	0.076	5	1003.763
YKL009W|Spar_11;441114;441150|WT	0;0;0;0;32;70;76;9;14;44;125	0.000;0.000;0.000;0.000;13.653;47.047;48.075;8.989;6.222	44	2.455	125	8.798	3.584	0.801	5	123.986
YHR144C|chrVIII;388758;388726|WT	0;0;0;0;0;20;16;0;0;12;0	0.000;0.000;0.000;0.000;0.000;13.442;10.121;0.000;0.000	12	0.670	0	0.000	0.000	0.793	2	23.563
YKL042W|Spar_11;372031;372125|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YLR103C|chrXII;345995;345941|WT	2;14;2;19;448;438;104;27;31;322;160	1.092;14.000;1.340;9.892;191.137;294.380;65.786;26.966;13.777	322	17.968	160	11.261	0.627	0.686	9	618.37
YDR531W|chrIV;1498181;1498231|1498214,1498307,AAG	1;0;1;1;2;0;306;68;152;58;522	0.546;0.000;0.670;0.521;0.853;0.000;193.563;67.914;67.553	58	3.236	522	36.740	11.354	0.919	7	331.62
YLR150W|chrXII;440410;440466|WT	0;0;0;0;0;0;438;12;27;107;141	0.000;0.000;0.000;0.000;0.000;0.000;277.061;11.985;11.999	107	5.971	141	9.924	1.662	0.897	3	301.045
YDL199C|chrIV;103403;103353|WT	0;0;0;0;0;0;0;21;0;23;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;20.973;0.000	23	1.283	0	0.000	0.000	0.955	1	20.973
YBR269C|chrII;742597;742576|WT	0;0;0;0;0;0;0;0;18;1;47	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;8.000	1	0.056	47	3.308	59.071	1.000	1	8
YPL177C|chrXVI;214066;213962|213997,AAG	27;14;23;17;1240;2004;17365;6198;7288;6920;6546	14.744;14.000;15.404;8.851;529.040;1346.892;10984.401;6190.124;3238.975	6920	386.138	6546	460.733	1.193	0.904	9	22342.431
YPR031W|Spar_16;646518;646579|WT	1;73;398;28;16;2;2;0;0;316;554	0.546;73.000;266.562;14.577;6.826;1.344;1.265;0.000;0.000	316	17.633	554	38.993	2.211	0.254	7	364.12
YCR079W|Spar_3;237069;237088|WT	0;0;17;8;0;0;0;0;0;12;42	0.000;0.000;11.386;4.165;0.000;0.000;0.000;0.000;0.000	12	0.670	42	2.956	4.412	0.317	2	15.551
YJL073W|chrX;303113;303180|WT	0;1;27;50;982;162;0;0;0;234;801	0.000;1.000;18.083;26.031;418.965;108.880;0.000;0.000;0.000	234	13.057	801	56.377	4.318	0.587	5	572.959
YDR448W|chrIV;1356028;1356064|WT	0;0;0;0;0;0;0;0;8;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.555	0	0.000	0	0.000	LowReads	1.000	1	3.555
YLR224W|Spar_12;551631;551744|551704,AAG	11;56;5598;4108;520;8;213;3;1;4708;636	6.007;56.000;3749.285;2138.715;221.855;5.377;134.735;2.996;0.444	4708	262.708	636	44.764	0.170	0.346	9	6315.414
YBR036C|chrII;310334;310313|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YMR117C|Spar_13;481629;481582|WT	2;0;10;0;0;93;215;65;64;170;906	1.092;0.000;6.698;0.000;0.000;62.505;136.000;64.917;28.443	170	9.486	906	63.768	6.722	0.859	6	299.655
YLR020C|chrXII;183444;183405|WT	3;2;42;0;0;0;0;0;0;47;77	1.638;2.000;28.130;0.000;0.000;0.000;0.000;0.000;0.000	47	2.623	77	5.420	2.066	0.245	3	31.768
YLR074C|Spar_12;264785;264763|WT	0;0;0;0;0;3;35;27;55;18;17	0.000;0.000;0.000;0.000;0.000;2.016;22.140;26.966;24.443	18	1.004	17	1.197	1.192	0.941	4	75.565
YBR133C|chrII;504430;504287|504384,504318,ATG	1340;381;148;0;0;3;0;1;0;1327;0	731.741;381.000;99.124;0.000;0.000;2.016;0.000;0.999;0.000	1327	74.047	0	0.000	0.000	0.061	5	1214.88
YHL025W|chrVIII;54792;54850|WT	0;0;0;1;0;1;47;17;0;43;274	0.000;0.000;0.000;0.521;0.000;0.672;29.730;16.978;0.000	43	2.399	274	19.285	8.039	0.899	4	47.901
YBR286W|Spar_2;754536;754555|WT	0;0;0;0;0;0;0;3;1;4;22	0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.996;0.444	4	0.223	22	1.548	6.942	0.966	2	3.44
YDR457W|chrIV;1369675;1369789|1369740,1369755,ATG	1748;152;60;1;0;0;0;0;1;910;666	954.540;152.000;40.185;0.521;0.000;0.000;0.000;0.000;0.444	910	50.778	666	46.876	0.923	0.037	5	1147.69
YNR018W|Spar_14;640684;640718|WT	0;0;0;0;0;3;0;0;1;2;0	0.000;0.000;0.000;0.000;0.000;2.016;0.000;0.000;0.444	2	0.112	0	0.000	0.000	0.787	2	2.46
YOR296W|chrXV;870053;870201|870060,AAG	2581;724;182;2;5;0;2;1;1;1765;123	1409.421;724.000;121.895;1.041;2.133;0.000;1.265;0.999;0.444	1765	98.488	123	8.657	0.088	0.055	8	2261.198
YGL178W|chrVII;167249;167351|WT	0;13;17;0;0;0;0;0;0;40;42	0.000;13.000;11.386;0.000;0.000;0.000;0.000;0.000;0.000	40	2.232	42	2.956	1.324	0.170	2	24.386
YHR099W|chrVIII;302671;302760|302731,302760,AAG,CGACGA	10;42;3113;244;4;80;3;1;2;1276;1315	5.461;42.000;2084.945;127.032;1.707;53.768;1.898;0.999;0.889	1276	71.201	1315	92.555	1.300	0.292	9	2318.699
YKL149C|chrXI;168869;168829|168855,AAG	1;0;0;36;165;8;0;1;4;65;421	0.546;0.000;0.000;18.742;70.396;5.377;0.000;0.999;1.778	65	3.627	421	29.632	8.170	0.563	6	97.838
YGR252W|Spar_7;961942;961971|WT	0;1;0;5;62;144;50;7;4;33;122	0.000;1.000;0.000;2.603;26.452;96.783;31.628;6.991;1.778	33	1.841	122	8.587	4.664	0.728	7	167.235
YDR401W|chrIV;1272165;1272222|1272201,AAG	0;1;0;229;467;40;54;0;0;57;144	0.000;1.000;0.000;119.222;199.243;26.884;34.158;0.000;0.000	57	3.181	144	10.135	3.186	0.563	5	380.507
YLR157W-E|chrXII;481810;481872|WT	94;0;0;0;0;0;0;0;0;46;0	51.331;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	46	2.567	0	0.000	0.000	0.019	1	51.331
YKL112W|chrXI;226402;226569|226513,226531,ATG	45;164;0;0;1;0;0;0;0;276;0	24.573;164.000;0.000;0.000;0.427;0.000;0.000;0.000;0.000	276	15.401	0	0.000	0.000	0.072	3	189
YGR004W|chrVII;502821;502937|WT	2609;1128;3;4;8;2;131;1;2;2269;1078	1424.711;1128.000;2.009;2.082;3.413;1.344;82.865;0.999;0.889	2269	126.611	1078	75.874	0.599	0.074	9	2646.312
YBL060W|chrII;107869;107931|107881,107947,AAG	2;1;243;861;122;3;382;0;0;383;1005	1.092;1.000;162.750;448.256;52.051;2.016;241.638;0.000;0.000	383	21.372	1005	70.736	3.310	0.524	7	908.803
YLR035C|Spar_12;202672;202620|WT	1;227;137;0;39;0;0;0;0;224;131	0.546;227.000;91.756;0.000;16.639;0.000;0.000;0.000;0.000	224	12.499	131	9.220	0.738	0.157	4	335.941
YIL085C|chrIX;202065;202043|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YHR072W-A|chrVIII;241636;241663|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YER057C|Spar_5;272154;272119|WT	0;1;0;0;0;0;5;7;0;8;43	0.000;1.000;0.000;0.000;0.000;0.000;3.163;6.991;0.000	8	0.446	43	3.027	6.787	0.800	3	11.154
YAL023C|Spar_1;83903;83787|WT	22;24;57;87;3082;5785;7355;950;634;5684;4426	12.014;24.000;38.176;45.294;1314.920;3888.107;4652.477;948.793;281.766	5684	317.169	4426	311.519	0.982	0.795	9	11205.547
YMR144W|chrXIII;553229;553361|553265,553289,ATG	969;2383;79;32;5;3;6;0;1;2109;62	529.147;2383.000;52.911;16.660;2.133;2.016;3.795;0.000;0.444	2109	117.683	62	4.364	0.037	0.075	8	2990.106
YDR238C|Spar_4;915977;915947|WT	0;0;0;4;0;13;0;2;0;13;0	0.000;0.000;0.000;2.082;0.000;8.737;0.000;1.997;0.000	13	0.725	0	0.000	0.000	0.685	3	12.816
YOR051C|chrXV;426104;426084|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDR148C|Spar_4;747311;747155|WT	3;1;1;2;0;388;1826;348;131;535;211	1.638;1.000;0.670;1.041;0.000;260.775;1155.054;347.558;58.220	535	29.853	211	14.851	0.497	0.879	8	1825.956
YLR062C|Spar_12;246408;246258|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDR046C|chrIV;550666;550576|550629,550576,AAG	124;6;44;166;5164;6036;2166;139;110;5495;7367	67.713;6.000;29.469;86.423;2203.195;4056.805;1370.125;138.823;48.887	5495	306.623	7367	518.518	1.691	0.703	9	8007.44
YHR105W|Spar_8;302141;302233|WT	304;3;46;47;186;3675;4791;1071;1292;3277;7011	166.007;3.000;30.809;24.469;79.356;2469.973;3030.594;1069.639;574.198	3277	182.858	7011	493.461	2.699	0.823	9	7448.045
YOR021C|chrXV;373463;373439|WT	0;0;0;0;0;0;18;0;1;4;0	0.000;0.000;0.000;0.000;0.000;0.000;11.386;0.000;0.444	4	0.223	0	0.000	0.000	0.899	2	11.83
YBR096W|Spar_2;408252;408335|WT	1;0;0;0;289;273;510;99;134;259;175	0.546;0.000;0.000;0.000;123.300;183.484;322.606;98.874;59.553	259	14.452	175	12.317	0.852	0.817	6	788.363
YER018C|chrV;192655;192624|WT	0;0;0;0;0;1;31;18;18;38;103	0.000;0.000;0.000;0.000;0.000;0.672;19.609;17.977;8.000	38	2.120	103	7.250	3.420	0.931	4	46.258
YPR105C|Spar_16;756246;756194|WT	14;230;0;1;0;1;1;0;1;204;56	7.645;230.000;0.000;0.521;0.000;0.672;0.633;0.000;0.444	204	11.383	56	3.941	0.346	0.087	6	239.915
YPL159C|chrXVI;251786;251668|251730,251661,AAG	39;13;14;78;595;2168;10958;9149;13124;8915;13746	21.297;13.000;9.377;40.609;253.854;1457.116;6931.591;9137.374;5832.644	8915	497.460	13746	967.497	1.945	0.926	9	23696.862
YHR007C-A|chrVIII;122791;122765|WT	0;0;0;0;0;0;0;0;0;0;22	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	22	1.548	LowReads	TooLow	0	0
YDR227W|Spar_4;892705;892840|WT	0;0;0;0;43;809;113;118;591;330;218	0.000;0.000;0.000;0.000;18.346;543.730;71.479;117.850;262.656	330	18.414	218	15.344	0.833	0.827	5	1014.061
YMR247C|Spar_13;716215;716169|WT	1;4;6;0;91;46;0;1;0;109;570	0.546;4.000;4.019;0.000;38.825;30.917;0.000;0.999;0.000	109	6.082	570	40.119	6.596	0.580	6	79.306
YLR436C|Spar_12;956537;956480|956487,AAG	3;1;1;2;2;0;436;219;765;136;1346	1.638;1.000;0.670;1.041;0.853;0.000;275.796;218.722;339.986	136	7.589	1346	94.737	12.483	0.945	8	839.706
YBL016W|chrII;192427;192450|WT	0;0;0;0;0;0;3;2;0;7;0	0.000;0.000;0.000;0.000;0.000;0.000;1.898;1.997;0.000	7	0.391	0	0.000	0.000	0.923	2	3.895
YDL021W|Spar_4;422478;422502|WT	0;0;0;0;0;43;11;0;0;5;57	0.000;0.000;0.000;0.000;0.000;28.900;6.958;0.000;0.000	5	0.279	57	4.012	14.380	0.750	2	35.858
YGR064W|chrVII;617453;617620|617493,AAG	0;0;0;0;0;0;0;0;0;7;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	7	0.391	0	0.000	0.000	TooLow	0	0
YDL004W|Spar_4;450953;451001|WT	0;2;0;0;217;264;39;9;2;213;176	0.000;2.000;0.000;0.000;92.582;177.435;24.670;8.989;0.889	213	11.885	176	12.388	1.042	0.691	6	306.565
