Constructs	TotalFacsReads_R1	TotalFacsReads_R2	TotalFacsReads_R3	AverageFacsReads
YDR448W|chrIV;1356004;1356064|WT	3024.055	2459.009	2058.717	2513.927
YHL034C|Spar_8;25035;24961|WT	6367.417	4338.478	3608.131	4771.342
YMR195W|chrXIII;653941;654033|653982,654012,WT,CGACGA	3409.469	4498.379	3047.9	3651.9159999999997
YDR524C-A|Spar_4;1468103;1468041|WT	7.874	15.734	23.65	15.752666666666665
YER017C|Spar_5;193064;193013|WT	108.762	57.785	970.062	378.86966666666666
YLR417W|Spar_12;905150;905225|WT	240.096	706.367	127.667	358.0433333333333
YML038C|chrXIII;204228;204103|204197,204095,WT,CGACGA	2029.591	1419.193	586.286	1345.0233333333333
YNL008C|Spar_14;595011;594974|WT	201.599	240.549	99.463	180.537
YPR105C|chrXVI;739620;739569|739603,739576,WT,CGACGA	6.436	16.701	5.223	9.453333333333333
YDR068W|Spar_4;582548;582600|WT	15.942	26.565	24.097	22.201333333333338
YKR087C|chrXI;604254;604232|WT	86.069	67.636	72.159	75.288
YOR266W|chrXV;820936;821022|821012,AAG	2173.542	2334.662	1558.656	2022.2866666666666
YLL043W|Spar_12;37090;37157|WT	1754.779	2276.513	2245.864	2092.385333333333
YKL145W|chrXI;174189;174212|WT	18.826	21.53	22.736	21.030666666666665
YKL218C|chrXI;18388;18339|WT	3413.813	3248.421	2519.257	3060.497
YJL163C|chrX;113367;113333|WT	38.452	247.648	229.66	171.92
YHR051W|chrVIII;209659;209704|209669,209741,ATG	784.341	845.233	820.181	816.585
YGR169C|chrVII;835929;835903|WT	792.048	1991.304	898.636	1227.3293333333334
YDL142C|Spar_4;206968;206886|WT	26.543	20.323	40.891	29.252333333333336
YNL090W|chrXIV;456401;456564|456529,456652,AAG,CGACGA	22.178	52.272	8.526	27.658666666666665
YGL134W|chrVII;255565;255662|WT	11.508	20.299	4.385	12.064
YOR212W|chrXV;742798;742909|WT	3399.654	2982.579	2409.386	2930.539666666667
YGR243W|Spar_7;942560;942643|WT	1268.192	1332.802	1374.36	1325.1179999999997
YDL002C|chrIV;447663;447578|WT	2032.172	3073.932	2040.702	2382.2686666666664
YIL067C|Spar_9;214414;214356|WT	4464.863	4755.755	5614.375	4944.997666666667
YJL047C|chrX;352223;352108|WT	1205.331	1474.586	1241.485	1307.134
YLR052W|Spar_12;229484;229543|229530,AAG	201.534	245.021	184.444	210.33299999999997
YOR194C|chrXV;712587;712543|WT	230.322	199.819	178.513	202.88466666666667
YDR091C|Spar_4;627154;627081|WT	120.39	129.559	65.051	105.0
YMR176W|chrXIII;611637;611739|WT	1411.987	1112.99	1222.585	1249.1873333333333
YDR347W|chrIV;1169113;1169177|WT	358.772	417.044	315.141	363.6523333333334
YLR381W|chrXII;879671;879722|879719,AAG	362.831	701.512	404.417	489.5866666666666
YER079W|Spar_5;329450;329512|WT	54.755	35.405	35.666	41.942
YBL082C|chrII;71159;71127|71159,AAG	25.476	5.228	0.811	10.505
YDR130C|Spar_4;708559;708547|WT	596.709	304.333	292.225	397.7556666666666
YGR257C|Spar_7;972450;972368|972426,AAG	488.713	435.457	244.887	389.6856666666667
YNL139C|chrXIV;365813;365717|365766,365717,AAG,CGACGA	793.949	2793.6	1377.094	1654.881
YFL010W-A|chrVI;114813;114989|114830,AAG	453.098	78.937	378.821	303.6186666666667
YNL037C|Spar_14;541094;540990|WT	143.865	162.463	131.198	145.84199999999998
YDL014W|chrIV;427220;427363|427314,427356,ATG	140.476	141.089	82.025	121.19666666666667
YCR072C|Spar_3;226660;226641|WT	154.473	263.396	199.993	205.95400000000004
YHL011C|chrVIII;81705;81616|81639,81616,WT,CGACGA	48.043	67.941	19.778	45.254
YMR264W|Spar_13;743990;744058|WT	47.058	16.493	14.904	26.151666666666667
YPL190C|chrXVI;187819;187725|187781,187637,AAG,CGACGA	91.456	127.334	89.248	102.67933333333333
YDR072C|chrIV;591470;591344|591401,591350,AAG	6156.873	6208.313	6786.05	6383.745333333333
YDR475C|chrIV;1410192;1410094|WT	8205.324	9674.437	7752.655	8544.138666666666
YBR179C|Spar_2;561909;561841|WT	4132.643	4151.328	3103.101	3795.6906666666673
YFR030W|Spar_6;240198;240318|240258,AAG	5694.559	5219.804	4352.383	5088.915333333333
YKL203C|chrXI;63524;63359|63366,AAG	3275.312	3697.416	3747.126	3573.2846666666665
YOR017W|Spar_15;346931;346980|WT	6794.47	6168.784	4243.199	5735.484333333334
YJR107W|chrX;627184;627339|WT	8009.322	6875.761	6696.336	7193.806333333334
YGR215W|chrVII;922109;922174|WT	4748.276	5400.828	4327.471	4825.525
YOL070C|Spar_15;183143;183127|WT	9299.108	5729.661	5978.548	7002.438999999999
YER072W|Spar_5;303182;303250|WT	4975.19	7329.123	5315.59	5873.3009999999995
YIR024C|chrIX;403514;403491|WT	5505.707	3574.669	4230.904	4437.093333333333
YPL057C|Spar_16;472912;472807|WT	6496.948	5344.045	4427.305	5422.7660000000005
YHR008C|chrVIII;123632;123590|123622,123559,ATG	6029.89	5104.614	4658.551	5264.3516666666665
YDL133W|Spar_4;227167;227313|WT	2944.093	6004.378	3512.224	4153.565
YBR123C|Spar_2;459395;459326|WT	5810.279	4447.666	2965.549	4407.831333333333
YDR181C|chrIV;827401;827355|827369,AAG	7746.89	4904.739	4102.707	5584.778666666668
YIL091C|Spar_9;175029;175010|WT	7775.489	9795.318	10106.031	9225.612666666668
YNL188W|Spar_14;270521;270566|WT	4553.362	4092.783	3789.332	4145.159000000001
YKL166C|chrXI;135737;135705|WT	547.923	919.877	821.959	763.253
YKR003W|chrXI;445333;445380|WT	107.298	300.674	131.366	179.7793333333333
YNL087W|Spar_14;447782;447877|WT	224.16	190.921	115.121	176.734
YJL185C|chrX;83039;82976|WT	54.323	46.848	44.154	48.44166666666666
YLR417W|Spar_12;905137;905225|WT	409.254	430.145	221.029	353.47599999999994
YHR062C|chrVIII;223770;223758|WT	427.961	190.726	317.65	312.1123333333333
YLR087C|Spar_12;298110;297995|WT	26551.067	27388.51	20733.767	24891.114666666665
YDL216C|Spar_4;76034;76019|WT	40267.283	36788.21	27716.55	34924.01433333333
YGL002W|Spar_7;491039;491151|491084,AAG	35802.803	31930.832	24306.637	30680.090666666667
YDR235W|Spar_4;908579;908643|WT	18923.266	19469.332	16506.033	18299.543666666665
YPL057C|chrXVI;453230;453057|WT	28919.974	26132.13	24202.028	26418.043999999998
YMR216C|chrXIII;701206;701039|701142,701091,AAG	35304.276	30519.41	25137.64	30320.442
YBR268W|chrII;741284;741298|WT	4667.121	5063.807	3057.587	4262.838333333333
YDR036C|Spar_4;526727;526653|WT	7186.46	7064.288	6497.955	6916.234333333334
YEL031W|chrV;90226;90257|WT	1709.261	1513.342	1306.485	1509.696
YFR014C|Spar_6;201847;201799|WT	1193.931	980.598	956.579	1043.7026666666668
YIL092W|Spar_9;170774;170862|WT	4408.674	1409.768	813.516	2210.6526666666664
YLR395C|chrXII;910033;909965|WT	223.427	260.645	206.335	230.13566666666668
YMR315W|Spar_13;850939;850993|WT	1674.026	1465.911	1467.35	1535.7623333333333
YPR018W|chrXVI;594339;594475|WT	49.715	44.122	26.245	40.02733333333334
YPR074C|Spar_16;711328;711263|WT	2235.729	2501.208	1960.201	2232.3793333333333
YJR034W|Spar_10;471152;471235|WT	4043.991	4282.286	3432.179	3919.4853333333335
YER012W|chrV;177772;177834|WT	8763.301	8104.25	7830.126	8232.559
YML068W|Spar_13;137255;137363|WT	2670.206	3613.151	3308.835	3197.397333333333
YGR086C|Spar_7;631589;631498|WT	8867.256	10823.319	6721.638	8804.070999999998
YER053C|Spar_5;260770;260606|WT	534.728	621.416	486.822	547.6553333333333
YPL023C|chrXVI;506443;506312|506341,506314,AAG,CGACGA	1020.74	1078.638	968.696	1022.6913333333332
YPR085C|chrXVI;709875;709828|709843,AAG	1285.199	1025.49	996.277	1102.3220000000001
YFR010W|chrVI;164998;165066|WT	152.421	113.642	57.206	107.75633333333333
YKR010C|chrXI;461305;461239|WT	3991.885	3699.129	2159.388	3283.4673333333335
YMR200W|chrXIII;664630;664751|WT	2131.415	2635.129	2190.866	2319.1366666666668
YNL242W|Spar_14;174701;174822|WT	1336.269	1021.142	1383.18	1246.8636666666669
YHR202W|chrVIII;502355;502387|WT	2874.72	2840.527	2125.982	2613.743
YGR055W|Spar_7;580042;580097|WT	2843.327	2039.18	1945.335	2275.9473333333335
YGR210C|chrVII;914848;914738|WT	467.887	281.92	330.958	360.25500000000005
YKL056C|Spar_11;348564;348521|WT	319.714	305.395	225.182	283.4303333333333
YGL146C|chrVII;229802;229686|WT	239.891	197.145	248.288	228.44133333333335
YOL099C|Spar_15;116960;116816|WT	444.688	762.952	433.013	546.8843333333333
YNL193W|chrXIV;274190;274367|274322,AAG	342.203	245.056	130.964	239.40766666666664
YDR268W|Spar_4;1049297;1049381|WT	127.897	100.923	74.837	101.219
YML128C|Spar_13;16601;16475|16560,AAG	1548.648	1257.114	1118.804	1308.1886666666667
YGL019W|Spar_7;454716;454817|WT	4744.481	7327.697	5296.82	5789.666
YDL054C|Spar_4;366536;366454|WT	4229.082	4659.591	3828.618	4239.097000000001
YHR175W-A|chrVIII;453514;453557|WT	139.729	280.77	729.871	383.45666666666665
YIL117C|chrIX;141635;141569|WT	345.27	233.896	381.551	320.239
YDR207C|chrIV;867611;867522|867539,AAG	2640.478	2466.78	1620.873	2242.710333333333
YPL060W|Spar_16;459550;459607|WT	883.731	1422.072	1599.626	1301.8096666666668
YJL150W|Spar_10;128875;129016|128978,AAG	3.644	34.67	24.215	20.843
YBR257W|Spar_2;708729;708782|WT	241.212	109.021	48.513	132.91533333333334
YDR387C|chrIV;1249915;1249821|1249900,1249828,AAG	275.08	313.684	133.733	240.83233333333337
YIL003W|chrIX;349082;349121|WT	725.078	933.237	556.492	738.2689999999999
YPL068C|Spar_16;450285;450207|450278,AAG	472.68	159.381	296.236	309.43233333333336
YGR227W|Spar_7;912314;912395|WT	1410.405	983.404	1466.417	1286.742
YBR199W|chrII;618815;618908|618889,618907,AAG	295.367	174.387	254.952	241.56866666666667
YDR362C|chrIV;1198801;1198697|WT	74.53	79.737	33.579	62.61533333333333
YPL139C|Spar_16;316209;316154|WT	1158.972	2172.976	1542.973	1624.9736666666668
YMR267W|chrXIII;801668;801771|801742,801754,AAG	409.941	319.409	212.75	314.0333333333333
YJL036W|chrX;378726;378824|378753,378768,AAG	67.226	77.868	31.083	58.72566666666666
YAR002W|chrI;152214;152256|WT	1223.332	1197.5	759.767	1060.1996666666666
YDL236W|chrIV;32258;32295|WT	2199.522	2347.106	1605.852	2050.826666666667
YLR065C|chrXII;266950;266918|WT	1978.68	2536.636	1346.262	1953.859333333333
YER074W-A|chrV;307607;307652|WT	860.484	415.609	466.871	580.9879999999999
YER079W|chrV;318840;318919|WT	32.309	58.408	10.687	33.80133333333333
YGL206C|chrVII;107576;107504|107562,107532,AAG,CGACGA	528.721	1520.409	577.203	875.4443333333334
YLL015W|Spar_12;103978;104116|WT	380.795	75.12	216.42	224.11166666666668
YML100W|chrXIII;70582;70623|WT	1386.387	737.082	469.738	864.4023333333333
YMR149W|chrXIII;560942;560995|WT	469.274	252.752	389.183	370.403
YOR117W|chrXV;544935;545028|545002,545083,AAG	131.578	18.555	53.462	67.86500000000001
YJR019C|chrX;468300;468281|WT	29.572	64.503	21.887	38.654
YMR177W|Spar_13;600020;600110|WT	3546.469	4722.565	3018.195	3762.4096666666665
YMR064W|chrXIII;397825;397902|WT	2115.586	2809.574	1739.142	2221.4339999999997
YDR057W|chrIV;565889;565926|WT	81.951	21.2	35.281	46.144
YDR069C|chrIV;587782;587719|587730,AAG	378.44	507.831	270.25	385.507
YMR066W|Spar_13;379475;379556|379490,AAG	109.554	109.633	55.611	91.59933333333333
YNR001C|chrXIV;631161;631061|631113,631083,WT,CGACGA	2722.775	2715.689	3078.361	2838.941666666667
YMR013C|chrXIII;296762;296738|WT	108.21	113.446	52.806	91.48733333333332
YOL141W|Spar_15;45656;45700|45657,AAG	2881.484	4519.898	2549.579	3316.9869999999996
YBR063C|Spar_2;340773;340740|WT	8996.069	8989.104	7373.79	8452.987666666666
YGL184C|chrVII;156075;156012|WT	2478.8	3000.228	1595.811	2358.279666666667
YHR005C|chrVIII;115003;114917|WT	2254.112	2957.979	1585.535	2265.8753333333334
YGL016W|chrVII;461609;461665|WT	418.97	233.313	353.909	335.39733333333334
YHR156C|chrVIII;412434;412406|WT	1490.031	1042.141	814.034	1115.402
YDL176W|chrIV;141969;142096|142003,142048,AAG	1022.033	1252.047	903.772	1059.2839999999999
YKL056C|Spar_11;348587;348521|WT	737.16	479.888	284.609	500.5523333333333
YFL039C|chrVI;54816;54696|54781,54703,AAG	342.655	367.435	380.871	363.6536666666666
YFR053C|chrVI;255145;255049|255071,255050,AAG,CGACGA	390.101	252.089	175.973	272.721
YGR169C-A|chrVII;836728;836665|WT	749.996	688.291	447.465	628.584
YCR027C|chrIII;168174;167999|WT	37.797	17.181	37.105	30.694333333333333
YOR108W|Spar_15;510328;510412|WT	8067.224	6074.573	4289.901	6143.899333333334
YJL147C|Spar_10;134562;134475|WT	2284.037	2779.251	3373.182	2812.156666666667
YLR414C|Spar_12;904479;904363|WT	8853.273	9991.862	8678.654	9174.596333333333
YML034W|chrXIII;209456;209524|WT	469.301	573.981	330.31	457.864
YDL002C|chrIV;447663;447578|447620,447581,WT,CGACGA	67.538	116.624	92.55	92.23733333333332
YNL106C|Spar_14;409191;409105|WT	551.593	333.048	313.237	399.29266666666666
YBR234C|chrII;686638;686592|686617,686602,WT,CGACGA	6268.067	6998.375	4502.038	5922.826666666667
YPL072W|Spar_16;443544;443599|WT	4845.313	4672.93	4266.585	4594.942666666667
YDR007W|Spar_4;469810;469825|WT	182.782	333.212	236.512	250.83533333333335
YJL061W|chrX;319975;320015|WT	1163.156	1048.389	330.472	847.3389999999999
YFL025C|Spar_6;120609;120538|WT	4885.578	2954.401	2956.05	3598.6763333333333
YBR259W|chrII;730299;730386|730330,AAG	7887.392	8290.541	5086.523	7088.151999999999
YIR001C|Spar_9;333120;333068|WT	10105.256	9500.793	9212.234	9606.094333333333
YPR005C|chrXVI;566797;566671|WT	18.936	84.556	9.323	37.605
YPL174C|chrXVI;222897;222773|222854,222812,AAG,CGACGA	82.344	254.383	242.322	193.01633333333334
YDR362C|chrIV;1198781;1198697|WT	241.312	205.382	158.399	201.6976666666667
YHR172W|chrVIII;448252;448334|448306,448330,AAG,CGACGA	43.208	28.399	66.717	46.108000000000004
YLR337C|chrXII;805154;805106|WT	9.898	58.816	16.775	28.496333333333336
YHR098C|chrVIII;301987;301934|WT	6.698	50.191	35.945	30.944666666666667
YLR118C|Spar_12;368476;368440|WT	9.369	20.115	4.672	11.385333333333334
YLR414C|chrXII;954244;954144|954208,954181,AAG,CGACGA	19.399	4.399	8.625	10.807666666666668
YNL093W|chrXIV;449777;449867|449794,AAG	257.33	128.209	189.222	191.587
YLR178C|Spar_12;479075;479000|WT	34.041	51.623	70.548	52.07066666666666
YJR101W|chrX;618137;618233|WT	230.43	235.586	224.209	230.07500000000002
YDR492W|chrIV;1434769;1434923|1434823,1434883,ATG	145.022	106.94	76.026	109.32933333333334
YJL057C|Spar_10;319161;319102|WT	167.952	128.528	107.707	134.729
YJL111W|chrX;207825;207876|207854,207876,AAG,CGACGA	641.361	483.206	345.491	490.01933333333335
YKL082C|Spar_11;292949;292883|WT	321.527	383.91	303.705	336.3806666666667
YMR033W|chrXIII;337758;337787|337777,AAG	3707.096	3313.249	3438.554	3486.2996666666663
YLR095C|chrXII;332156;332115|WT	13920.98	14379.834	11926.684	13409.166
YOL033W|Spar_15;248025;248084|248040,AAG	1419.824	931.749	667.805	1006.4593333333333
YBL084C|chrII;69543;69445|WT	2690.625	1595.852	2681.462	2322.6463333333336
YHR178W|Spar_8;437823;437870|WT	3164.857	1831.436	2628.607	2541.633333333333
YCR014C|chrIII;141084;140933|140989,AAG	3745.681	3672.84	2958.643	3459.054666666667
YER032W|chrV;214978;215062|WT	5180.529	4887.627	4241.508	4769.888
YLR120C|chrXII;388325;388220|WT	1520.239	1634.831	1702.919	1619.3296666666665
YPL106C|chrXVI;352320;352275|352300,352243,AAG	454.625	791.389	278.482	508.16533333333336
YNL239W|Spar_14;184026;184070|WT	9728.011	11641.94	8818.15	10062.700333333334
YER075C|chrV;311322;311199|WT	8626.739	9873.958	6123.311	8208.002666666667
YNL300W|chrXIV;65651;65743|WT	4373.386	3992.833	3522.956	3963.058333333334
YAR020C|chrI;177181;177023|177152,AAG	14273.384	15427.917	9868.415	13189.905333333334
YDR496C|chrIV;1443411;1443403|WT	15070.134	12070.764	10182.861	12441.253000000002
YGL160W|Spar_7;200412;200527|WT	53.496	85.833	44.271	61.20000000000001
YDL177C|Spar_4;146234;146182|146210,AAG	185.59	53.377	126.304	121.757
YDR299W|Spar_4;1103803;1103846|WT	1721.595	1023.167	689.459	1144.7403333333334
YGL123W|chrVII;277518;277616|WT	24.099	23.147	12.037	19.761
YGL126W|Spar_7;270177;270234|WT	29.735	11.421	6.46	15.872
YGL193C|chrVII;142247;142227|WT	9715.397	11426.546	9820.083	10320.675333333333
YLR100W|Spar_12;324055;324079|WT	104.956	66.973	93.694	88.541
YMR274C|Spar_13;763299;763290|WT	52.287	41.856	32.892	42.345
YLL054C|chrXII;35262;35204|WT	233.834	176.183	194.085	201.36733333333333
YER077C|Spar_5;327148;327105|WT	761.114	617.603	212.003	530.24
YLR243W|Spar_12;582875;582927|WT	633.842	1120.486	464.619	739.649
YML048W|Spar_13;177973;178015|WT	2745.36	3081.85	2309.208	2712.139333333333
YLR272C|chrXII;687260;687202|WT	7741.687	7656.686	6352.733	7250.368666666666
YBR015C|Spar_2;241360;241268|WT	6.946	9.136	30.993	15.691666666666668
YLR105C|chrXII;348247;348180|348247,AAG	230.453	174.494	95.187	166.71133333333333
YDR245W|Spar_4;928073;928093|WT	693.851	622.292	666.461	660.868
YER063W|chrV;281648;281709|WT	65.616	408.722	133.26	202.53266666666664
YBR274W|chrII;749543;749593|WT	749.069	493.333	621.147	621.183
YHR155W|Spar_8;385473;385569|385486,AAG	189.0	536.354	211.863	312.4056666666667
YOR219C|chrXV;755096;755009|WT	146.526	110.396	139.926	132.28266666666667
YDR516C|chrIV;1476528;1476476|1476508,1476476,ATG	69.44	74.566	57.335	67.11366666666667
YJR134C|chrX;675923;675852|675877,675852,AAG	1757.225	2190.002	1989.616	1978.9476666666667
YLR422W|Spar_12;916376;916478|WT	29.416	63.201	51.889	48.16866666666667
YOL158C|chrXV;21333;21311|21325,AAG	120.739	247.467	180.683	182.963
YMR176W|Spar_13;595136;595250|WT	4.165	23.264	5.549	10.992666666666667
YGR047C|chrVII;589482;589469|WT	53.072	68.484	170.017	97.19099999999999
YKL205W|chrXI;50045;50050|WT	1190.702	1899.745	365.702	1152.0496666666668
YLR390W|chrXII;902914;903065|903058,AAG	2644.094	3574.862	2211.484	2810.146666666667
YCL044C|chrIII;48405;48364|WT	2451.578	3565.249	3673.707	3230.178
YDL025C|chrIV;407308;407206|WT	1640.142	977.832	1584.319	1400.7643333333333
YBL030C|chrII;164118;163997|164117,164018,AAG	978.756	685.735	761.32	808.6036666666668
YCR095C|Spar_3;274171;274116|WT	3109.558	4375.658	3602.454	3695.89
YHR077C|Spar_8;231862;231785|231839,AAG	240.275	316.013	188.754	248.34733333333335
YBR274W|chrII;749543;749593|749574,749593,AAG	3882.735	3390.315	3192.999	3488.6829999999995
YDR227W|Spar_4;892725;892840|WT	7876.399	8013.409	5794.794	7228.200666666667
YHR211W|Spar_8;508992;509061|WT	12188.712	14555.952	9529.972	12091.545333333333
YGL219C|Spar_7;84522;84473|WT	5955.039	6960.935	4932.522	5949.498666666666
YER015W|Spar_5;186533;186614|186571,AAG	4700.661	3587.942	2271.576	3520.0596666666665
YGR167W|chrVII;832375;832455|WT	6863.851	5903.041	3774.457	5513.782999999999
YKL151C|Spar_11;176451;176419|WT	8501.409	7861.864	7607.229	7990.167333333334
YKL063C|chrXI;321675;321518|WT	151.174	241.042	93.153	161.78966666666668
YJL209W|Spar_10;29230;29321|29317,AAG	504.901	681.568	553.908	580.1256666666667
YLL043W|Spar_12;37058;37157|WT	317.379	324.87	324.137	322.1286666666667
YLR414C|chrXII;954244;954144|WT	536.139	766.92	568.579	623.8793333333333
YMR239C|chrXIII;749770;749677|WT	135.427	358.628	16.194	170.083
YDR162C|Spar_4;771411;771306|WT	327.44	110.924	340.614	259.65933333333334
YHR040W|chrVIII;187907;187923|WT	4605.255	3857.418	2869.063	3777.2453333333337
YOR323C|chrXV;922940;922905|WT	2158.142	1615.268	1051.778	1608.396
YPR100W|Spar_16;746410;746450|746411,AAG	884.468	352.146	825.527	687.3803333333334
YHL022C|chrVIII;64226;64157|WT	79.976	151.03	226.211	152.40566666666666
YLR188W|chrXII;528216;528299|528246,528276,AAG	484.664	302.404	485.444	424.17066666666665
YGL067W|chrVII;376012;376100|WT	515.339	191.728	775.595	494.22066666666666
YML100W|chrXIII;70582;70623|70601,70623,AAG	32.569	32.21	30.554	31.777666666666665
YOL112W|chrXV;106533;106709|106577,106589,AAG	161.19	112.208	171.51	148.30266666666668
YOR117W|chrXV;544948;545028|545002,545083,AAG	116.111	56.364	83.8	85.425
YBR079C|Spar_2;370691;370641|WT	39.964	70.366	12.934	41.088
YDR237W|chrIV;936485;936614|936585,936633,AAG,CGACGA	16.074	40.089	4.84	20.334333333333333
YNL168C|chrXIV;318855;318809|WT	33.613	29.802	16.873	26.762666666666664
YDR387C|Spar_4;1215056;1214944|1215053,AAG	160.229	249.174	165.728	191.71033333333335
YMR261C|chrXIII;793455;793369|WT	321.845	713.266	302.981	446.0306666666666
YOR106W|chrXV;519026;519120|WT	1224.558	1340.439	922.932	1162.643
YMR040W|chrXIII;350223;350380|350335,AAG	1871.434	2106.283	1477.501	1818.406
YNR027W|Spar_14;651371;651401|WT	1969.289	1083.567	1082.638	1378.4979999999998
YDR492W|chrIV;1434769;1434923|1434892,1434910,WT,CGACGA	6956.878	6669.194	6407.285	6677.785666666667
YGR220C|chrVII;936893;936883|WT	2055.782	2545.306	1425.019	2008.7023333333334
YPL129W|chrXVI;305240;305297|305280,305295,AAG,CGACGA	682.042	627.26	373.26	560.854
YDL193W|Spar_4;120311;120408|120400,AAG	557.445	162.539	336.955	352.31300000000005
YOR016C|chrXV;361222;361084|361130,361084,AAG	676.959	670.336	607.585	651.6266666666667
YLR174W|chrXII;504443;504590|504468,AAG	309.859	528.357	536.751	458.3223333333333
YGL035C|chrVII;433167;433062|433125,433107,ATG	362.56	183.158	142.258	229.32533333333333
YOR153W|chrXV;619686;619839|619756,619789,ATG	51.135	32.895	19.353	34.461000000000006
YER110C|chrV;382228;382103|382143,382107,WT,CGACGA	432.92	439.622	264.501	379.01433333333335
YBR193C|chrII;609794;609753|WT	3714.05	2096.385	2653.996	2821.4770000000003
YPL132W|Spar_16;326688;326839|WT	7319.708	9436.883	6114.493	7623.694666666667
YAR015W|Spar_1;138701;138792|WT	5228.744	2935.036	2774.636	3646.1386666666663
YKL087C|chrXI;277962;277863|WT	1738.007	3250.893	1506.36	2165.0866666666666
YLR270W|chrXII;681101;681185|WT	778.198	864.308	724.126	788.8773333333332
YLR324W|Spar_12;732706;732774|732707,AAG	4746.59	5590.7	2705.369	4347.553000000001
YBR105C|Spar_2;424362;424331|WT	4311.358	4509.596	4439.188	4420.047333333333
YOR221C|Spar_15;698033;697981|WT	2011.56	1578.124	1359.341	1649.675
YEL008C-A|chrV;140931;140818|WT	16.752	20.364	16.108	17.741333333333333
YDR086C|Spar_4;616101;616008|WT	28.032	13.626	16.328	19.328666666666667
YJL159W|chrX;120394;120448|120409,120424,AAG,CGACGA	27.537	195.056	87.295	103.296
YBR176W|chrII;583601;583719|WT	50.362	42.227	11.0	34.529666666666664
YNL067W|Spar_14;485183;485219|WT	1074.606	983.236	1097.024	1051.622
YNR028W|Spar_14;652610;652650|WT	202.431	72.487	95.516	123.47800000000001
YJL085W|Spar_10;261605;261687|WT	65.379	54.903	16.486	45.589333333333336
YOR329C|chrXV;939433;939349|WT	469.737	723.307	994.279	729.1076666666668
YPR016C|chrXVI;593161;593069|593153,593141,AAG	413.004	739.446	280.678	477.7093333333334
YPL133C|chrXVI;301358;301228|WT	54.97	195.246	64.572	104.92933333333333
YER028C|chrV;211944;211876|WT	581.123	691.845	396.835	556.601
YGL157W|Spar_7;208217;208312|208232,AAG	105.49	10.635	56.673	57.599333333333334
YHR004C|chrVIII;113208;113094|WT	16.874	37.028	32.305	28.735666666666663
YHR132W-A|Spar_8;348889;348920|WT	60.778	31.977	31.164	41.306333333333335
YKL092C|chrXI;269521;269459|WT	2889.329	2927.552	2423.64	2746.8403333333335
YLR251W|Spar_12;600901;601012|600922,AAG	1322.438	1097.443	623.721	1014.5340000000001
YNL211C|chrXIV;250380;250315|250338,250317,AAG	1564.908	2265.688	966.691	1599.0956666666668
YOR141C|Spar_15;544690;544669|WT	100.535	88.158	80.773	89.822
YKL162C|chrXI;148871;148838|WT	97.838	62.475	104.821	88.378
YPR004C|Spar_16;584063;583997|WT	5685.049	6309.024	4930.666	5641.579666666667
YDR350C|Spar_4;1004115;1004157|WT	42.043	57.563	38.947	46.184333333333335
YEL051W|chrV;58330;58377|WT	3151.885	2414.102	2454.376	2673.4543333333336
YLR389C|Spar_12;857342;857314|WT	2241.914	2530.799	2129.734	2300.815666666667
YOL155C|chrXV;31660;31606|31646,31625,AAG,CGACGA	73.09	111.756	37.466	74.104
YBR194W|Spar_2;587268;587321|WT	124.792	279.699	274.132	226.20766666666668
YDR298C|chrIV;1058982;1058814|1058934,1058880,WT,CGACGA	125.957	114.262	22.777	87.66533333333332
YAR018C|Spar_1;141186;141121|WT	61.85	116.321	46.329	74.83333333333333
YDR357C|Spar_4;992669;992762|WT	2556.686	3197.67	3013.589	2922.648333333333
YMR237W|chrXIII;743677;743748|WT	15.092	27.597	19.428	20.70566666666667
YDR481C|chrIV;1420305;1420250|WT	512.505	442.752	433.129	462.7953333333333
YLR313C|chrXII;762409;762342|762367,762355,AAG	7060.319	5431.831	5001.206	5831.118666666666
YOL075C|chrXV;193619;193542|WT	4339.158	4797.329	3867.76	4334.749000000001
YNR061C|chrXIV;743608;743540|743566,743540,AAG,CGACGA	2846.454	3179.87	2283.166	2769.8300000000004
YKL159C|chrXI;154491;154451|WT	2940.924	4344.516	2824.965	3370.1349999999998
YCR009C|chrIII;131598;131542|WT	57.043	46.712	18.22	40.65833333333333
YOR136W|chrXV;580146;580249|580152,580203,WT,CGACGA	173.607	166.598	165.298	168.501
YPL219W|Spar_16;161514;161583|WT	501.395	366.882	253.996	374.09100000000007
YLR067C|Spar_12;253139;253029|WT	872.865	643.933	826.886	781.2280000000001
YER015W|Spar_5;186549;186614|WT	742.912	392.75	326.119	487.26033333333334
YDR457W|chrIV;1369675;1369789|1369769,1369856,WT,CGACGA	1034.16	645.24	323.718	667.706
YDR516C|chrIV;1476528;1476476|1476508,1476476,AAG	1663.718	2107.424	1637.428	1802.8566666666666
YER136W|chrV;439520;439615|WT	947.547	1025.021	711.357	894.6416666666668
YFL039C|chrVI;54796;54696|54781,54703,AAG	45.74	47.249	47.64	46.87633333333334
YKR019C|chrXI;478123;478063|WT	91.837	181.527	67.149	113.50433333333332
YMR267W|chrXIII;801668;801771|801727,801754,AAG,CGACGA	304.809	173.699	212.835	230.4476666666667
YLR219W|chrXII;573977;574150|WT	15.685	19.385	8.108	14.392666666666665
YOR259C|chrXV;813757;813708|WT	99.157	170.693	120.992	130.2806666666667
YMR075C-A|chrXIII;416174;416053|416106,AAG	40.174	17.234	46.466	34.62466666666666
